,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,Matt Novak,Vape the Vote: Every State Voting on Legal Weed Today,Kamala Harris has promised to legalize marijuana at the federal level.,https://gizmodo.com/vape-the-vote-every-state-voting-on-legal-weed-today-2000520781,https://gizmodo.com/app/uploads/2024/11/key-west-florida-marijuana.jpg,2024-11-05T20:35:17Z,Americans are rushing into voting booths across the country today to raise their hand for either Donald Trump (the fascist piece of shit who wants to do bad things) or Kamala Harris (the moderate Dem… [+8275 chars],,Gizmodo.com
1,Justine Calma,Apple News will let you watch election results from your lockscreen,"On Election Day in the US, Apple News is rolling out live results to lockscreens.",https://www.theverge.com/2024/11/5/24288777/election-results-apple-news-lock-screen,https://cdn.vox-cdn.com/thumbor/ClkCB_h7ezkPo-bmQ9twzhBOHc4=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25697390/STK071_APPLE_H.jpg,2024-11-05T16:34:12Z,"Image: Cath Virginia / The Verge

 

 For anyone obsessively watching election results in the US, Apple News will bring live updates to iPhone and iPad users’ lockscreens. And if you’ve got a recent… [+950 chars]",the-verge,The Verge
2,akrause@insider.com (Amanda Krause),How Kamala Harris' style has changed throughout her career,"Kamala Harris has been rocking her signature style for decades. It usually includes pantsuits, Converse sneakers, and pearl jewelry.",https://www.businessinsider.com/kamala-harris-style-evolution-throughout-career-2024-10,https://i.insider.com/672104a09b3250dbbceac4e4?width=1200&format=jpeg,2024-11-05T22:09:08Z,"Kamala Harris could become the first woman president of the United States this November.
In doing so, she could also bring fashion to the White House at a level we've yet to see throughout the natio… [+759 chars]",business-insider,Business Insider
3,John L. Dorman,Final polls show Harris and Trump headed for a photo finish,Final polling shows Kamala Harris and Donald Trump virtually tied a day before the election.,https://www.businessinsider.com/kamala-harris-donald-trump-swing-state-polls-photo-finish-2024-11,https://i.insider.com/6727d4875ec9bfa3d63b6faa?width=1200&format=jpeg,2024-11-04T10:02:01Z,"Getty Images; Jenny Chang-Rodriguez/BI
<ul><li>The final polls of the 2024 presidential election season are out.</li><li>They show that neither Harris nor Trump have broken out in the swing states.<… [+4260 chars]",business-insider,Business Insider
4,ggoodwin@businessinsider.com (Grace Eliza Goodwin),Company executives are speaking out on Election Day: Starbucks' Howard Schultz calls for a peaceful transition of power,"Business leaders including Howard Schultz, Elon Musk, and Reid Hoffman weigh in on Election Day for Donald Trump, Kamala Harris — or simply peace.",https://www.businessinsider.com/election-day-executives-speak-trump-harris-starbucks-meta-musk-2024-11,https://i.insider.com/672a54c1192f5258985629c6?width=1200&format=jpeg,2024-11-05T22:01:56Z,"Election Day has finally come, and executives at some of the biggest companies are speaking out with former Starbucks CEO Howard Schultz urging a peaceful transition of power and Elon Musk reiteratin… [+8192 chars]",business-insider,Business Insider
5,mfriel@businessinsider.com (Mikhaila Friel),Election betting odds tighten as polls show Harris has momentum,Kamala Harris' odds jumped overnight following a new poll that showed she held a surprise lead over Donald Trump in Iowa.,https://www.businessinsider.com/election-betting-markets-kamala-harris-gains-donald-trump-2024-11,https://i.insider.com/672787355ec9bfa3d63b6e4d?width=1200&format=jpeg,2024-11-03T16:27:18Z,"Vice President Kamala Harris' betting odds jumped overnight after a new poll showed she held a surprise lead over former President Donald Trump in Iowa a state he won easily in both 2016 and 2020.
A… [+1284 chars]",business-insider,Business Insider
6,,"Kamala Harris Mocks Donald Trump on ‘SNL’ Appearance, Urges Americans to ‘Keep Kamala and Carry On-A-La’",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_756995de-8356-4cf6-9bd3-df73bc8cdf03,,2024-11-03T03:45:28Z,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",,Yahoo Entertainment
7,Eve Crosbie,Chloë Grace Moretz addresses her sexuality for the first time as she endorses Kamala Harris,"The actor, known for her roles in films such as ""Kick-Ass,"" said she supported legal protections for the LGBTQ+ community ""as a gay woman.""",https://www.businessinsider.com/chloe-grace-moretz-sexuality-gay-woman-supports-kamala-harris-election-2024-11,https://i.insider.com/6727a144192f52589855c2bf?width=1200&format=jpeg,2024-11-03T19:07:00Z,"Chloë Grace Moretz.Terence Rushin/Getty Images
<ul><li>Chloë Grace Moretz opened up about her sexuality as she endorsed Kamala Harris.</li><li>""I believe in the need for legal protections that prote… [+2138 chars]",business-insider,Business Insider
8,Dan Greene,Will Kamala Harris Win the Kamala Harris Vote?,"The handful of Kamala Harrises who aren’t the Vice-President review the perks (wayward donors) and the perils (threatening phone calls) of their name, Dan Greene writes.",https://www.newyorker.com/magazine/2024/11/11/will-kamala-harris-win-the-kamala-harris-vote,"https://media.newyorker.com/photos/6724072bac23ac7696bd1395/16:9/w_1280,c_limit/r45219illuweb-site.png",2024-11-04T11:00:00Z,"Residents of New Hampshire, where Presidential hopefuls often court diners at greasy spoons, have come to expect high-level politico drop-ins. Not long ago, a doctors office in Portsmouth prepared it… [+4686 chars]",,The New Yorker
9,John Gruber,Harrison Ford Endorses Kamala Harris,"Harrison Ford: When dozens of former members of the Trump administration are sounding alarms saying ‘For God's sake, don't do this again,’ you have to pay attention. They're telling us something important. I've got one vote, same as anyone else, and I'm going…",https://www.threads.net/&#064;kamalahq/post/DB4aHh4uP8l,https://scontent.cdninstagram.com/v/t51.29350-15/465077893_1248175746325785_4174020892183386643_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=MO-Qk8vI4FgQ7kNvgFE5d0k&_nc_gid=93255aabf90149d6926c7703e7ecf492&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDzaSB4Qvmt4Y4zETq5D-3jL5_u4mdUlWQ3MCbn1cnJ3g&oe=672F3068&_nc_sid=10d13b,2024-11-05T01:15:00Z,"Harrison Ford:


 The truth is this. Kamala Harris will protect your right to
disagree with her. About policies, or ideas. And then, as we
have done for centuries, we’ll debate them. We’ll work on th… [+518 chars]",,Threads.net
10,ktan@businessinsider.com (Kwan Wei Kevin Tan),"Judith Kent, wife of JPMorgan CEO Jamie Dimon, went door to door in Michigan canvassing voters for Kamala Harris","Kent's husband, Jamie Dimon, hasn't publicly endorsed either presidential candidate this election.",https://www.businessinsider.com/judith-dimon-door-to-door-michigan-canvassing-votes-kamala-harris-2024-11,https://i.insider.com/6728315888cea3ba1c1e00b6?width=1200&format=jpeg,2024-11-04T06:19:53Z,"Judith Kent, the wife of JPMorgan CEO Jamie Dimon, was out in Michigan canvassing voters for Vice President and Democratic presidential candidate Kamala Harris on Sunday.
Kent, who has been married … [+2752 chars]",business-insider,Business Insider
11,Eve Crosbie,Kamala Harris mocks Donald Trump as she joins long list of politicians to cameo on 'Saturday Night Live',"During her cameo, Harris appeared to poke fun at a recent video of Trump struggling to climb into a garbage truck at a campaign event.",https://www.businessinsider.com/kamala-harris-mocks-donald-trump-surprise-saturday-night-live-cameo-2024-11,https://i.insider.com/67277087192f52589855c1d6?width=1200&format=jpeg,2024-11-03T17:19:43Z,"Vice President Kamala Harris joined actor Maya Rudolph on ""Saturday Night Live.""Charly Triballeau/AFP via Getty Images
<ul><li>Kamala Harris appeared on ""Saturday Night Live"" for a cameo ahead of th… [+2923 chars]",business-insider,Business Insider
12,"Lloyd Lee,John L. Dorman",Kamala Harris' new lead in top Iowa poll could bode well for her in some key swing states,"A new Iowa poll shows Harris ahead of Trump by three points, a major shift in a state that has voted red in the past two presidential elections.",https://www.businessinsider.com/harris-trump-iowa-polling-lead-swing-states-2024-11,https://i.insider.com/6727a4075ec9bfa3d63b6ef1?width=1200&format=jpeg,2024-11-03T17:29:29Z,"A new Des Moines Register/Mediacom poll showed Vice President Kamala Harris with an advantage in GOP-leaning Iowa.ANGELA WEISS/AFP via Getty Images
<ul><li>A new Des Moines Register/Mediacom Iowa po… [+5338 chars]",business-insider,Business Insider
13,Katie Drummond,It’s Election Week. Brace Yourselves,The United States will choose between two drastically different futures in the coming days. Here’s what you can expect from WIRED.,https://www.wired.com/story/election-week-brace-yourselves/,"https://media.wired.com/photos/672576b54b6e1a375fd563a2/191:100/w_1280,c_limit/EIC-election-letter-final-pol.jpg",2024-11-04T12:00:00Z,"When WIRED launched a politics vertical in January of this year, our decision wasnt without critics. WIRED is best known, after all, as a technology publication, a place that can help you understand … [+4107 chars]",wired,Wired
14,"Emily Chang, Brittany Shepherd",Harris maintains polling lead among young voters as both candidates ramp up appeals,Former President Donald Trump and Vice President Kamala Harris have ramped up their courtship of young voters to push their candidacies over the finish line.,https://abcnews.go.com/Politics/harris-maintains-lead-young-voters-candidates-ramp-appeals/story?id=115273335,https://i.abcnewsfe.com/a/34f58ea7-34a9-4732-9fbd-3016e03e65a8/harris-supporter-2-rt-gmh-241031_1730400662132_hpMain_16x9.jpg?w=1600,2024-11-03T17:14:20Z,"As the race for the White House remains a toss up, former President Donald Trump and Vice President Kamala Harris have ramped up their courtship of a crucial voting bloc: young voters
A recent ABC N… [+6795 chars]",abc-news,ABC News
15,"Alexandra Hutzler, Julian Kim, Geoffrey Skelley","With 2024 race so tight, a reminder how few votes decided the 7 swing states in 2020",All signs point to another close election with Vice President Kamala Harris and former President Donald Trump neck-and-neck in national and battleground state polls.,https://abcnews.go.com/Politics/2024-race-tight-reminder-votes-decided-7-swing/story?id=115398688,https://i.abcnewsfe.com/a/cb925130-2827-47c9-b5f4-3d1beabf6c53/election-7-ap-gmh-241101_1730471792041_hpMain_16x9.jpg?w=1600,2024-11-03T10:11:17Z,"Vice President Kamala Harris and former President Donald Trump are heading into Election Day neck-and-neck in national and battleground state polls.
As of Nov. 1, Harris and Trump were separated by … [+1922 chars]",abc-news,ABC News
16,ABC News,WATCH: Billie Eilish urges fans to 'vote for women’s rights' at Georgia concert,"Billie Eilish encouraged fans to ""vote for women’s rights” during her concert in Atlanta on Saturday. The singer previously endorsed Kamala Harris on Instagram in September.",https://abcnews.go.com/Entertainment/video/billie-eilish-urges-fans-vote-womens-rights-georgia-115496300,https://i.abcnewsfe.com/a/3538f4aa-a0f5-428d-80c5-71f53d85fd3c/241104_abc_social_billie_eilish_2_hpMain_16x9.jpg?w=992,2024-11-05T05:31:39Z,"<ul><li>Harris strikes optimistic note in final Pennsylvania campaign push before election 
</li><li>Trump focuses on inflation, immigration in campaign's closing days 
</li><li>Swing state electio… [+4188 chars]",abc-news,ABC News
17,"Kelsey Walsh, Jon Haworth","Election Day officially begins as Harris, Trump tie in Dixville Notch midnight vote",Vice President Kamala Harris and former President Donald Trump have tied in the Dixville Notch midnight vote kicking off the official start to 2024's Election Day.,https://abcnews.go.com/Politics/election-day-officially-begins-harris-trump-tie-dixville/story?id=115504033,https://i.abcnewsfe.com/a/b313fd67-2ff5-45bd-90e7-ab43f4d4e58c/dixville-notch-2024_1730791196117_hpMain_16x9.jpg?w=1600,2024-11-05T07:36:05Z,"Vice President Kamala Harris and former President Donald Trump have tied in the Dixville Notch midnight vote kicking off the official start to 2024's Election Day.
Following the national trends, ind… [+1373 chars]",abc-news,ABC News
18,G. Elliott Morris,538's final forecasts for the 2024 election,"538's final forecasts for the 2024 election for president between Donald Trump and Kamala Harris, plus the Senate and House.",https://abcnews.go.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://i.abcnewsfe.com/a/85bd452a-15c7-4744-99c1-34a48c25156a/ForecastLaunch_v04_DG_1722545353556_hpMain_16x9.jpg?w=1600,2024-11-05T17:35:37Z,"Through Monday, Nov. 4, 83 million Americans had already cast their ballots in the 2024 election. On Tuesday, Nov. 5 Election Day millions more will join them.
Their votes this year will matter more… [+8203 chars]",abc-news,ABC News
19,Alexandra Hutzler,The 2024 presidential election will be historic no matter who wins,Kamala Harris would be the first woman to serve as commander in chief while Trump would be the second president in history to win a non-consecutive term.,https://abcnews.go.com/Politics/2024-presidential-election-historic-matter-wins/story?id=115359466,https://i.abcnewsfe.com/a/152a5f69-23e0-438e-975d-5b2085ba71ca/kamala-harris-7-ap-gmh-241030_1730296044045_hpMain_16x9.jpg?w=1600,2024-11-03T10:09:56Z,"The 2024 presidential race will come to an end in a matter of days.
Whatever the outcome, history will be made.
Vice President Kamala Harris would be the first woman to serve as president of the Un… [+4622 chars]",abc-news,ABC News
20,538 and ABC News,Election Day 2024: Live results and analysis,"Follow 538 and ABC News for live updates on the presidential election between Kamala Harris and Donald Trump, and key races for U.S. Senate, House, governor and more.",https://abcnews.go.com/538/live-updates/election-results-2024/?id=115468646,https://i.abcnewsfe.com/a/092d2761-206f-4f6a-867d-52c1de5da92e/ElectionLiveDayBlog_v05_DG_1730759716013_hpMain_16x9.jpg?w=1600,2024-11-05T12:30:05Z,"In April, I wrote about a striking finding from the first wave of my NORC panel of American adults: those with a history of voting more consistently were much more pro-Biden, while less frequent vote… [+2827 chars]",abc-news,ABC News
21,David Brennan,The view from abroad: Foreign policy in the 2024 US presidential election,The showdown between Vice President Kamala Harris and former President Donald Trump will in many ways be a choice between foreign policy continuity and change.,https://abcnews.go.com/International/view-abroad-foreign-policy-2024-us-presidential-election/story?id=115344152,https://i.abcnewsfe.com/a/9f19e9c1-5953-4011-879a-a676a41ba73e/Trump-harris-combo-DB-241031_1730369510547_hpMain_2_16x9.jpg?w=1600,2024-11-03T21:41:41Z,"LONDON -- The showdown between Vice President Kamala Harris and former President Donald Trump will in many ways be a choice between foreign policy continuity and change.
Harris has largely stuck to … [+13360 chars]",abc-news,ABC News
22,ABC News,WATCH: How Harris or Trump could win election,ABC News Political Director and Washington Bureau Chief Rick Klein breaks down the latest polling in the tight race between Vice President Kamala Harris and former President Donald Trump.,https://abcnews.go.com/GMA/News/video/harris-trump-win-election-115510288,https://i.abcnewsfe.com/a/2e3cc1dd-6870-4891-b9c5-c7cbed4c928d/241105_gma_klein_polls2_712_hpMain_16x9.jpg?w=992,2024-11-05T13:34:05Z,"<ul><li>Trump and Harris make final push, get last-minute endorsements
</li><li>North Carolina voters head to polls in wake of hurricanes
</li><li>Harris makes final pitch to voters across Pennsylv… [+4168 chars]",abc-news,ABC News
23,Mat Smith,The Morning After: FBI warns about fake election security videos,"At the start of the weekend, the FBI issued a statement addressing videos “falsely claiming to be from the FBI relating to election security.” That includes one claiming the bureau had “apprehended three linked groups committing ballot fraud,” and one about K…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b9eb8022-f630-4fe4-8a69-f7af310b2047,,2024-11-04T12:15:03Z,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",,Yahoo Entertainment
