,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,,[Removed],[Removed],https://removed.com,,2024-11-02T18:51:09Z,[Removed],,[Removed]
1,Ayana Archie,Arnold Schwarzenegger has endorsed Kamala Harris for president,"Schwarzenegger served as the governor of California from 2003 to 2011. He said he is frustrated with both parties, and does not trust either, but felt compelled to speak out.",https://www.npr.org/2024/10/31/nx-s1-5173456/arnold-schwarzenegger-endorses-kamala-harris,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6122x3444+0+74/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F49%2Fb7%2F6b8a70814557a30c419f1d6314f5%2Fap24261488922399.jpg,2024-10-31T06:15:15Z,"Former Republican governor and actor Arnold Schwarzenegger has endorsed Democratic nominee Kamala Harris for president.
In a lengthy Wednesday post on X, Schwarzenegger said he does not typically gi… [+1789 chars]",,NPR
2,mfriel@businessinsider.com (Mikhaila Friel),Election betting odds tighten as polls show Harris has momentum,Kamala Harris' odds jumped overnight following a new poll that showed she held a surprise lead over Donald Trump in Iowa.,https://www.businessinsider.com/election-betting-markets-kamala-harris-gains-donald-trump-2024-11,https://i.insider.com/672787355ec9bfa3d63b6e4d?width=1200&format=jpeg,2024-11-03T16:27:18Z,"Vice President Kamala Harris' betting odds jumped overnight after a new poll showed she held a surprise lead over former President Donald Trump in Iowa a state he won easily in both 2016 and 2020.
A… [+1284 chars]",business-insider,Business Insider
3,David Gilbert,A Russian Disinfo Campaign Is Using Comment Sections to Seed Pro-Trump Conspiracy Theories,A disinformation campaign is using the unmoderated spaces of right-wing news website comment sections to push their narratives.,https://www.wired.com/story/russia-disinfo-campaign-right-wing-comment-sections-pro-trump/,"https://media.wired.com/photos/6723b444b2d0f9dc9309d32d/191:100/w_1280,c_limit/disinfo-russia-dailymail-pol.jpg",2024-11-01T12:00:00Z,"Video has come out from Bucks County, Pennsylvania showing a ballot counter destroying ballots for Donald Trump and keeping Kamala Harris's ballots for counting, an account called Dan from Ohio wrote… [+2408 chars]",wired,Wired
4,,"Kamala Harris Mocks Donald Trump on ‘SNL’ Appearance, Urges Americans to ‘Keep Kamala and Carry On-A-La’",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_756995de-8356-4cf6-9bd3-df73bc8cdf03,,2024-11-03T03:45:28Z,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",,Yahoo Entertainment
5,Camille Davis / Made by History,Kamala Harris Is Dressing for the Presidency,"By wearing modern versions of a cravat, Harris is tapping into a historical language that evokes democratic principles and authority.",https://time.com/7096107/harris-candidate-fashion-cravat/,https://api.time.com/wp-content/uploads/2024/10/harris.jpg?quality=85&w=1024&h=628&crop=1,2024-11-01T16:00:00Z,"There are only a handful of daysleft for former President Trump and Vice President Kamala Harris to sway undecided voters. However, since the United States has never elected a woman as president, Har… [+6582 chars]",time,Time
6,Eve Crosbie,Chloë Grace Moretz addresses her sexuality for the first time as she endorses Kamala Harris,"The actor, known for her roles in films such as ""Kick-Ass,"" said she supported legal protections for the LGBTQ+ community ""as a gay woman.""",https://www.businessinsider.com/chloe-grace-moretz-sexuality-gay-woman-supports-kamala-harris-election-2024-11,https://i.insider.com/6727a144192f52589855c2bf?width=1200&format=jpeg,2024-11-03T19:07:00Z,"Chloë Grace Moretz.Terence Rushin/Getty Images
<ul><li>Chloë Grace Moretz opened up about her sexuality as she endorsed Kamala Harris.</li><li>""I believe in the need for legal protections that prote… [+2138 chars]",business-insider,Business Insider
7,WIRED Staff,Will Your Elected Officials in Congress Accept the Results of the Election?,We’ve asked every member of Congress whether they’ll accept the results as called by the Associated Press. Use our tool to see how your representatives answer.,https://www.wired.com/story/congress-accept-election-results/,"https://media.wired.com/photos/67226f2226693bf18984e220/191:100/w_1280,c_limit/Congressman.jpg",2024-10-31T10:00:00Z,"We are in the final days of a momentous presidential election between Kamala Harris and Donald Trump. Do you know whether your elected officials will accept the outcome?
WIRED reached out to every s… [+3156 chars]",wired,Wired
8,"Douglas MacKinnon, opinion contributor",Opinion - The 2 decisions that crushed Harris’s momentum,There is not a single Democrat I speak with who believes Vice President Kamala Harris will win.,https://thehill.com/opinion/campaign/4965971-the-two-decisions-that-crushed-harriss-momentum/,https://media.zenfs.com/en/the_hill_articles_341/a602f0f272e0052151f12df8a93ff02c,2024-11-02T16:00:00Z,"Not a single Democrat I speak with believes that Vice President Kamala Harris will win on Tuesday.
All hoped for an open convention in August to identify and select the best candidate possible, but … [+5527 chars]",the-hill,The Hill
9,Eve Crosbie,Kamala Harris mocks Donald Trump as she joins long list of politicians to cameo on 'Saturday Night Live',"During her cameo, Harris appeared to poke fun at a recent video of Trump struggling to climb into a garbage truck at a campaign event.",https://www.businessinsider.com/kamala-harris-mocks-donald-trump-surprise-saturday-night-live-cameo-2024-11,https://i.insider.com/67277087192f52589855c1d6?width=1200&format=jpeg,2024-11-03T17:19:43Z,"Vice President Kamala Harris joined actor Maya Rudolph on ""Saturday Night Live.""Charly Triballeau/AFP via Getty Images
<ul><li>Kamala Harris appeared on ""Saturday Night Live"" for a cameo ahead of th… [+2923 chars]",business-insider,Business Insider
