,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
47,Quartz Staff,"Elon Musk vs. Kamala Harris, Nvidia's customers, Boeing's strike: The week's most popular stories","According to SpaceX CEO Elon Musk, if Vice President Kamala Harris wins the 2024 presidential election, we can say goodbye to life as we know it — eventually.Read more...",https://qz.com/elon-musk-kamala-harris-nvidia-ai-chips-boeing-strike-1851659906,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/39e540a15af6adf70289827f98424946.jpg",2024-09-28T09:00:00Z,"Google (GOOGL) has reportedly paid $2.7 billion to acquire a chatbot that allows you to talk to AI versions of celebrities. The whopping sum, however, also brings in the companys top employees includ… [+32 chars]",,Quartz India
48,,Trump urges 'violent' police crackdown...,"Trump urges 'violent' police crackdown...

 
 
 
 (Second column, 3rd story, link)

 

 

 
 Related stories:Claims Kamala 'mentally disabled'...",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_770d1747-7bf3-43fb-bab8-34d2ecd6cb02,,2024-09-30T10:46:36Z,"If you click 'Accept all', we and our partners, including 240 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",,Yahoo Entertainment
49,ZEIT ONLINE: Gesellschaft - Larissa Kögl,Hurrikan Helene: Biden und Harris wollen in Hurrikan-Gebiete reisen,"Hurrikan Helene hat im Südosten der USA große Schäden angerichtet. Medienberichten zufolge starben mehr als 100 Menschen, etwa 600 Personen gelten als vermisst.",https://www.zeit.de/gesellschaft/2024-09/usa-hurrikan-helene-biden-harris-reise,https://img.zeit.de/gesellschaft/2024-09/usa-hurrikan-helene-biden-harris-reise-bild/wide__1300x731,2024-09-30T21:20:40Z,"US-Präsident Joe Biden will nach dem verheerenden Hurrikan Helene
 noch in dieser Woche in die verwüstete Region reisen. 
Es handle sich nicht nur um einen ""katastrophalen"", sondern um einen 
""his… [+2384 chars]",die-zeit,Die Zeit
50,Harrison Richlin,"Andy Samberg, Jim Gaffigan, and Dana Carvey Join Maya Rudolph for ‘SNL’ Season 50 Premiere’s Cold Open","We knew Rudolph was returning to play presidential hopeful Kamala Harris, and now we know who's playing her husband, Doug Emhoff, her VP pick, Tim Walz, and her former boss, Joe Biden.",https://www.indiewire.com/news/general-news/maya-rudolph-snl-season-50-premiere-cold-open-1235052178/,https://www.indiewire.com/wp-content/uploads/2024/09/Screenshot-2024-09-29-at-8.15.13 AM.png?w=650,2024-09-29T16:30:00Z,While it was all but official that Maya Rudolph would be playing Democratic presidential nominee Kamala Harris on “Saturday Night Live” Season 50 the minute President Joe Biden dropped out and endors… [+4066 chars],,IndieWire
51,Vinamrata Chaturvedi,"Donald Trump and Kamala Harris are neck-and-neck with crypto voters, Coinbase poll says","American cryptocurrency owners are equally divided over whether they prefer Kamala Harris or Donald Trump to take office next year, according to a new Morning Consult poll conducted for the crypto exchange Coinbase.Read more...",https://qz.com/crypto-voters-split-harris-trump-coinbase-1851660796,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/1982706c501cad4c6bbd456a3e0c5ead.jpg",2024-09-30T15:41:00Z,"In This Story
American cryptocurrency owners are equally divided over whether they prefer Kamala Harris or Donald Trump to take office next year, according to a new Morning Consult poll conducted fo… [+2302 chars]",,Quartz India
52,"ZEIT ONLINE: Politik - Mounia Meiborg, Johanna Roth",US-Wahl: Wir beantworten Ihre Fragen zur US-Wahl,Warum wird in den USA dienstags gewählt? Wer sind diese Wahlleute? Und worüber stimmen die Amerikaner im November noch ab? Im Podcast klärt unsere Korrespondentin auf.,https://www.zeit.de/politik/2024-09/us-wahl-wahlsystem-kandidaten-nachrichtenpodcast,https://img.zeit.de/politik/2024-09/us-wahl-wahlsystem-kandidaten-nachrichtenpodcast-bild/wide__1300x731,2024-09-28T10:02:47Z,"Stimmabgabe im Richland County Adult Activity Center während der Vorwahlen der Republikaner in Columbia im Bundesstaat South Carolina© [M] Sam Wolfe/Reuters
Am 5. November 2024 findet in den USA die… [+4087 chars]",die-zeit,Die Zeit
53,AFP,TRUMP GOES DARK,"Donald Trump on Saturday called Democrat Kamala Harris ""mentally impaired"" and said illegal immigrants are out to cut the throats of ordinary Americans in...",https://www.yahoo.com/news/trump-launches-dark-speech-illegal-232352259.html,https://media.zenfs.com/en/afp.com/5b944cb72e2a7796bbe26f03d181cbed,2024-09-30T01:01:46Z,"Donald Trump on Saturday called Democrat Kamala Harris ""mentally impaired"" and said illegal immigrants are out to cut the throats of ordinary Americans in their own homes as he doubled down on the ra… [+3009 chars]",,Yahoo Entertainment
54,Scaachi Koul,Leave Chappell Roan Alone,"What, exactly, do you want from Chappell Roan?",https://slate.com/culture/2024/09/chappell-roan-kamala-harris-trump-politics-voting-election.html,https://compote.slate.com/images/38fcc3a4-2dbf-4f47-a204-0ae4b14d9b77.jpeg?crop=4751%2C3167%2Cx0%2Cy0&width=1560,2024-09-27T17:54:43Z,"Man, you sing a few songs about being a lesbian, and not a single person can be normal about you ever again.
Chappell Roan, the 26-year-old pop star originally from Missouri, has steadily been takin… [+7613 chars]",,Slate Magazine
55,Dominic Patten,Hollywood Turns Out In Force For Kamala Harris’ L.A. Fundraiser,"Hollywood figures made a big showing this afternoon as Vice President Kamala Harris was to make her first appearance at a Los Angeles fundraiser since becoming the Democratic nominee. Held at the JW Marriott hotel in downtown Los Angeles, today’s gathering wa…",http://deadline.com/2024/09/kamala-harris-hollywood-fundariser-1236103029/,https://deadline.com/wp-content/uploads/2024/09/Kamala-Harris.jpg?w=1024,2024-09-29T22:53:07Z,"Hollywood figures made a big showing this afternoon as Vice President Kamala Harris was to make her first appearance at a Los Angeles fundraiser since becoming the Democratic nominee.
Held at the JW… [+4139 chars]",,Deadline
56,FAZ.NET,Liveblog zur US-Wahl 2024: Trump beschimpft Harris als „geistig behindert“,"„Düstere“ Rede Trumps in Wisconsin strotzt vor Beleidigungen, Lügen +++ Harris besucht Grenze in Arizona +++ Melania Trump gibt erstes Interview seit zwei Jahren +++ Biden kommt im Oktober nach Deutschland +++ Alle Neuigkeiten im Liveblog.",https://www.faz.net/aktuell/politik/us-wahl/liveticker-us-wahl-2024-trump-beschimpft-harris-als-geistig-behindert-19444916.html,https://media0.faz.net/ppmedia/aktuell/politik/2811516205/1.10015766/facebook_teaser/mit-besonders-ausfallenden.jpg,2024-09-29T01:10:50Z,Mit besonders ausfallenden Worten hat der republikanische US-Präsidentschaftskandidat Donald Trump seine demokratische Rivalin Kamala Harris als geistig beeinträchtigt beschimpft. Joe Biden wurde gei… [+1783 chars],,Faz.net
57,Firmin DeBrabander,Kamala Harris’s Dumb and Incredibly Dangerous Rhetoric About Guns,"Until recently, Democratic candidates fled from the topic of guns. One-time campaign consultant Matt McTighe told NPR last month that in the early 2000s, his clients would shut down the conversation. “We just can’t talk about it,” he said, mimicking a client.…",https://newrepublic.com/series/50/kamala-harris-dumb-dangerous-rhetoric-guns,https://images.newrepublic.com/fe2920e73ab461b36ba91ff63ba7ec90e3c2fd04.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg,2024-09-30T10:00:00Z,"Until recently, Democratic candidates fled from the topic of guns. One-time campaign consultant Matt McTighe told NPR last month that in the early 2000s, his clients would shut down the conversation.… [+2001 chars]",,The New Republic
58,Al Jazeera,"Trump escalates personal attacks on rival, calls Harris ‘mentally impaired’",Trump’s rally in Pennsylvania took on similar themes as an event a day before that he described as a 'dark speech'.,https://www.aljazeera.com/news/2024/9/30/trump-escalates-personal-attacks-on-rival-calls-harris-mentally-impaired,https://www.aljazeera.com/wp-content/uploads/2024/09/2024-09-29T203635Z_1049245515_RC2KAAAA4J47_RTRMADP_3_USA-ELECTION-TRUMP-1727672373.jpg?resize=1920%2C1440,2024-09-30T06:27:37Z,"Republican presidential nominee Donald Trump has escalated his personal attacks on his Democratic rival, Kamala Harris, by repeating an insult that she was mentally impaired while also saying she sho… [+3201 chars]",al-jazeera-english,Al Jazeera English
59,Marjorie Philibert,Manger un chat ou un chien est-il plus grave que de déguster un lapin à la moutarde ?,"« Au bestiaire ! ». La fausse rumeur répandue par Donald Trump concernant les immigrés de Springfield, accusés de voler des chiens et des chats pour les manger, puise dans un imaginaire raciste ancien.",https://www.lemonde.fr/m-perso/article/2024/09/28/manger-un-chat-ou-un-chien-est-il-plus-grave-que-de-deguster-un-lapin-a-la-moutarde_6337407_4497916.html,https://img.lemde.fr/2024/09/24/572/0/4256/2837/1440/960/60/0/8791a64_1727168012663-240923-manger-chats-x-le-monde-7-c-guillaume-blot.jpg,2024-09-28T04:00:27Z,"Gourou le chat, sur une table à manger, mis en scène à Vernou-la-Celle-sur-Seine (Seine-et-Marne), le 23 septembre 2024. GUILLAUME BLOT POUR « LE MONDE »
Le 10 septembre, en plein débat contre son a… [+2703 chars]",le-monde,Le Monde
60,David A. Graham,Trump Is Taking a Dark Turn,"Over the weekend, the former president delivered a series of speeches laced with threats and nearly incomprehensible musings.",https://www.theatlantic.com/politics/archive/2024/09/trump-police-purge-violence-harris-mentally-deficient/680084/,https://cdn.theatlantic.com/thumbor/qPMLwJfWbaSbGfPvHG6LegT074c=/0x159:7475x4052/1200x625/media/img/mt/2024/09/GettyImages_2174737879/original.jpg,2024-09-30T17:22:07Z,"If you think that Donald Trump’s speeches this campaign cycle are just more of the same, consider the analysis of the person who knows more about them than anyone else.“They thought they’d be out the… [+6979 chars]",,The Atlantic
61,Nik Popli,These Are the Rules of the CBS Vice-Presidential Debate,"From hot mics to no studio audience, here are the rules for when J.D. Vance and Tim Walz face off in the CBS vice-presidential debate.",https://time.com/7026036/vance-walz-debate-rules-cbs-2024-microphones/,https://api.time.com/wp-content/uploads/2024/09/vice-president-debate-2024.jpg?quality=85&w=1200&h=628&crop=1,2024-09-27T19:11:15Z,"J.D. Vance and Tim Walz are set to face off for the first time in a vice presidential debate on Oct. 1, in what will likely be the last major debate of the 2024 election cycle.
The match-up between … [+4230 chars]",time,Time
62,,Trump and Zelensky to meet amid Republican anger,It comes amid growing anger from senior Republicans over a visit by Zelensky to swing state Pennsylvania.,https://www.bbc.com/news/articles/c7810y11dyjo,https://ichef.bbci.co.uk/news/1024/branded_news/b076/live/36a337f0-7c7c-11ef-8059-fd51cb7ae823.jpg,2024-09-27T03:13:01Z,"Donald Trump has said he will meet Ukrainian President Volodymyr Zelensky in New York on Friday.
The Republican presidential nominee told a news conference that the pair will meet around 09:45 ET (1… [+2941 chars]",,BBC News
63,Glenn Garner,Julia Louis-Dreyfus Compares Her ‘Veep’ Character To Trump: “Not A Kamala Harris Type”,"Julia Louis-Dreyfus is willing to admit her Veep character bears some similarities to a real-life presidential nominee. Amid the show’s election year resurgence, the Golden Globe winner reasoned that her morally bankrupt politician character Selina Meyer is m…",http://deadline.com/2024/09/julia-louis-dreyfus-compares-veep-character-trump-not-kamala-harris-type-1236102633/,https://deadline.com/wp-content/uploads/2024/09/Donald-Trump-Veep-Julia-Louis-Dreyfus-2-shot.jpg?w=1024,2024-09-28T17:21:50Z,"Julia Louis-Dreyfus is willing to admit her Veep character bears some similarities to a real-life presidential nominee.
Amid the show’s election year resurgence, the Golden Globe winner reasoned tha… [+1881 chars]",,Deadline
64,Ted Johnson,"News Networks Offer Dueling Chyrons, Varying Punditry In Coverage Of Kamala Harris’ Border Visit","By the time that Kamala Harris took the stage to speak about her visit to the southern border tonight, the chyrons were at the ready. Her speech was billed as a major effort to make inroads on rival Donald Trump’s signature issue and one that is perhaps her g…",http://deadline.com/2024/09/kamala-harris-border-visit-1236102329/,https://deadline.com/wp-content/uploads/2024/09/GettyImages-2174047452_e0c738.jpg?w=1024,2024-09-28T01:51:22Z,"By the time that Kamala Harris took the stage to speak about her visit to the southern border tonight, the chyrons were at the ready.
Her speech was billed as a major effort to make inroads on rival… [+4640 chars]",,Deadline
65,Ted Johnson,Dave Bautista Backs Kamala Harris In Get-Out-The-Vote Message,"Dave Bautista posted a get-out-the vote message wearing a Kamala Harris-Tim Walz shirt, as he told his social media followers “made by freedom hear.” The WWE star and actor wrote on Instagram, “Made my freedom heard. Voting early took me 20 mins—no excuses. F…",http://deadline.com/2024/09/dave-bautista-endorses-kamala-harris-1236103435/,https://deadline.com/wp-content/uploads/2024/09/Dave-Bautista-and-Kamala-Harris.jpg?w=1024,2024-09-30T15:01:33Z,"Dave Bautista posted a get-out-the vote message wearing a Kamala Harris-Tim Walz shirt, as he told his social media followers “made by freedom hear.”
The WWE star and actor wrote on Instagram, “Made… [+755 chars]",,Deadline
66,Chris DeVille,Bowen Yang Addresses Controversy Over Chappell Roan SNL Sketch,"By now we’re all familiar with Chappell Roan’s meteoric rise and her extreme distaste for the intrusions into privacy that go along with fame. In the past week, that saga has involved a lot of willful misunderstanding of Roan’s reluctant endorsement of Kamala…",https://www.stereogum.com/2282486/bowen-yang-addresses-controversy-over-chappell-roan-snl-sketch/news/,https://static.stereogum.com/uploads/2024/09/Screenshot-2024-09-30-at-3.39.54-PM-1727725231.png,2024-09-30T19:41:35Z,"By now we’re all familiar with Chappell Roan’s meteoric rise and her extreme distaste for the intrusions into privacy that go along with fame. In the past week, that saga has involved a lot of willfu… [+1640 chars]",,Stereogum
67,"Rhett Buttle, Contributor, 
 Rhett Buttle, Contributor
 https://www.forbes.com/sites/rhettbuttle/",Kamala The Capitalist: The Vice President’s New Way Forward,"On Wednesday, Vice President Kamala Harris unveiled her New Way Forward plan, which offers her economic vision for the country.",https://www.forbes.com/sites/rhettbuttle/2024/09/27/kamala-the-capitalist-the-vice-presidents-new-way-forward/,https://imageio.forbes.com/specials-images/imageserve/66f6f17b988350eeec5f2fdc/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-09-27T17:57:47Z,"PITTSBURGH, PENNSYLVANIA - SEPTEMBER 25: US Vice President and Democratic nominee for President ... [+] Kamala Harris speaks at an event hosted by The Economic Club of Pittsburgh at Carnegie Mellon U… [+5232 chars]",,Forbes
68,"Brent D. Griffiths,John L. Dorman",The JD Vance and Tim Walz debate is likely the last big night of the 2024 campaign. Here's what to expect.,JD Vance and Tim Walz are both sons of the Midwest who on Tuesday are expected to clash in what will be their highest-profile appearance to date.,https://www.businessinsider.com/vance-walz-vice-presidential-debate-preview-2024-9,https://i.insider.com/66f71b39f9f6733e4be08846?width=1200&format=jpeg,2024-09-28T11:31:01Z,"Tim Walz and JD Vance will be secondary characters in their own debate.Drew Hallowell/Getty Images; Andrew Harnik/Getty Images; Brandon Bell/Getty Images; Rebecca Zisser/BI
<ul><li>Ohio Sen. JD Vanc… [+9910 chars]",business-insider,Business Insider
69,Eliza Griswold,Can Evangelicals Get Behind Harris?,"Eliza Griswold on Evangelicals for Harris, a group fighting to stop the reëlection of Donald Trump and to challenge a troubling strain of American Christianity.",https://www.newyorker.com/news/the-lede/can-evangelicals-get-behind-harris,"https://media.newyorker.com/photos/66f2e4a9c3c674effcd1751a/16:9/w_1280,c_limit/Griswold-GettyImages-2173419152.jpg",2024-09-28T10:00:00Z,"During a recent online strategy session, Jim Ball, an evangelical minister and founder of Evangelicals for Harris, lifted the United States up in prayer. We pray for the healing of our country, he of… [+10658 chars]",,The New Yorker
70,Abby Jones,Bowen Yang Parodies Charli XCX And Chappell Roan (As Moo Deng) On SNL,"A lot has happened in the past week: Charli XCX and Troye Sivan brought their Sweat Tour to New York, Kamala Harris and Donald Trump’s campaigns marched along, and the entire world fell in love with a pygmy hippopotamus. Plenty of material for SNL to work wit…",https://www.stereogum.com/2282340/bowen-yang-parodies-charli-xcx-and-chappell-roan-as-moo-deng-on-snl/news/,https://static.stereogum.com/uploads/2024/09/snl-chappell-roan-moo-deng-1727623328.jpg,2024-09-29T15:36:26Z,"A lot has happened in the past week: Charli XCX and Troye Sivan brought their Sweat Tour to New York, Kamala Harris and Donald Trump’s campaigns marched along, and the entire world fell in love with … [+1863 chars]",,Stereogum
71,FOCUS online,Neue Entgleisung im Wahlkampf - Trump bezeichnet Harris als „geistig behindert“,Donald Trump griff Kamala Harris erneut persönlich an. Die Reaktionen darauf sind gespalten. Einige Republikaner mahnten ihn zur Konzentration auf politische Themen.,https://www.focus.de/politik/ausland/us-wahl/neue-entgleisung-im-wahlkampf-trump-bezeichnet-harris-als-geistig-behindert_id_260354345.html,https://p6.focus.de/img/fotos/id_260343522/wahlkampf-in-den-usa-83587567.jpg?im=Crop%3D%280%2C140%2C1680%2C840%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=1b72d455cb6128a1da8d870191e0a8f09be31503e77cae4c7c47c65dba438c31,2024-09-30T08:53:07Z,Donald Trump griff Kamala Harris erneut persönlich an. Die Reaktionen darauf sind gespalten. Einige Republikaner mahnten ihn zur Konzentration auf politische Themen.Donald Trump wiederholte am Sonnta… [+1517 chars],focus,Focus
72,tomt,New ‘SNL’ Season 50 Promo Teases Return Of Maya Rudolph As Kamala Harris,"After the first promo for this week’s Season 50 premiere episode of Saturday Night Live leaned heavily into nostalgia, clips released today teased more topical subject matter. The first of three 30-ish second snippets contained in a video newly shared to YouT…",http://deadline.com/2024/09/snl-promo-maya-rudolph-kamala-harris-1236102355/,https://deadline.com/wp-content/uploads/2024/09/Screenshot-2024-09-27-at-5.13.34 PM.png?w=1024,2024-09-28T00:36:58Z,"After the first promo for this week’s Season 50 premiere episode of Saturday Night Live leaned heavily into nostalgia, clips released today teased more topical subject matter.
The first of three 30-… [+1431 chars]",,Deadline
73,Ted Johnson,Alanis Morissette And Halle Bailey To Perform At Kamala Harris’ Los Angeles Fundraiser,"EXCLUSIVE: Alanis Morissette and Halle Bailey are scheduled to perform at Kamala Harris’ fundraiser in Los Angeles on Sunday. The singers will be featured entertainers for the afternoon event, campaign co-chair Jeffrey Katzenberg confirmed to Deadline. The ev…",http://deadline.com/2024/09/alanis-morissette-halle-bailey-kamala-harris-fundraiser-1236102725/,https://deadline.com/wp-content/uploads/2024/09/Alanis-Morisette-Halle-Bailey-2-shot.webp?w=1024,2024-09-28T21:56:45Z,"EXCLUSIVE: Alanis Morissette and Halle Bailey are scheduled to perform at Kamala Harris‘ fundraiser in Los Angeles on Sunday.
The singers will be featured entertainers for the afternoon event, campa… [+1284 chars]",,Deadline
74,J.J. McCorvey,"This UPS driver is making $22,000 less than last year in a shift shakeup","Otis Keys II, a 41-year-old father of four, has had to work fewer hours after the new Teamsters contract raised his pay. But he still calls himself “blessed....",https://finance.yahoo.com/news/ups-driver-making-22-000-150042480.html/,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo.png,2024-09-27T15:00:42Z,"When Otis Keys II hit top-level pay for his role at UPS in 2019, he expected to start checking items off his financial bucket list. Thats not what happened, even after the Teamsters union he belongs … [+6543 chars]",,Yahoo Entertainment
75,"Molly Bohannon, Forbes Staff, 
 Molly Bohannon, Forbes Staff
 https://www.forbes.com/sites/mollybohannon/",Trump Doubles Down On Personal Attacks Against Harris—After Republicans Condemn ‘Mentally Impaired’ Claim,Former President Donald Trump repeated claims questioning Vice President Kamala Harris’ mental capacity at a rally on Sunday.,https://www.forbes.com/sites/mollybohannon/2024/09/29/trump-doubles-down-on-personal-attacks-against-harris-after-republicans-condemn-mentally-impaired-claim/,"https://imageio.forbes.com/specials-images/imageserve/66f9b3255f02f7c18eca9deb/0x0.jpg?format=jpg&crop=1084,610,x0,y82,safe&height=900&width=1600&fit=bounds",2024-09-29T20:08:30Z,"Former President Donald Trump repeated the claim that his opponent Vice President Kamala Harris was born mentally impaired, seemingly ignoring criticism he received from some Republicans for making a… [+3473 chars]",,Forbes
76,tagesschau.de,Ukraine-Liveblog: ++ Trump kündigt Treffen mit Selenskyj an ++,"US-Präsidentschaftskandidat Trump hat angekündigt, sich heute mit dem ukrainischen Präsidenten Selenskyj zu treffen. Nach ukrainischen Angaben wurde ein Mensch bei Angriffen westlich von Cherson getötet. Die Entwicklungen im Liveblog.",https://www.tagesschau.de/newsticker/liveblog-ukraine-freitag-440.html,https://images.tagesschau.de/image/6b2ab632-7d5d-427b-8b63-de8419bed63e/AAABkjDLAls/AAABkZLhkrw/16x9-1280/trump-3540.jpg,2024-09-27T00:00:41Z,"Stand: 27.09.2024 02:08 Uhr
US-Präsidentschaftskandidat Trump hat angekündigt, sich heute mit dem ukrainischen Präsidenten Selenskyj zu treffen. Nach ukrainischen Angaben wurde ein Mensch bei Angrif… [+2506 chars]",,tagesschau.de
77,David Frum,How Walz Can Win His Debate With Vance,The Republican running mate is a head case. Use that.,https://www.theatlantic.com/politics/archive/2024/09/tim-walz-debate-jd-vance/680060/,https://cdn.theatlantic.com/thumbor/2l7UUm3gDC3-hnOqh-R3s-PsIMw=/0x43:2000x1085/1200x625/media/img/mt/2024/09/Walz_Vance_final/original.jpg,2024-09-29T12:00:00Z,Kamala Harris used Donald Trump’s psychic weaknesses against him in their televised debate on September 10. Can Governor Tim Walz do the same to Senator J. D. Vance when they meet on Tuesday?Watch wh… [+11263 chars],,The Atlantic
78,Armando Garcia,Springfield officials declined to speak with Vance amid claims about Haitian migrants,"Emails obtained by ABC News show Springfield, Ohio city officials declined to meet with former President Donald Trump’s running mate Sen. JD Vance earlier this month.",https://abcnews.go.com/Politics/springfield-city-officials-declined-call-vance-amid-baseless/story?id=114216453,https://i.abcnewsfe.com/a/fecefa21-96f9-4b14-96be-f42423319ff5/vance-03-gty-jt-240926_1727378296335_hpMain_16x9.jpg?w=1600,2024-09-27T01:03:31Z,"Springfield, Ohio, city officials declined to take a call with former President Donald Trump's running mate Ohio Sen. JD Vance earlier this month, as the Trump campaign continued to spread unsubstant… [+5654 chars]",abc-news,ABC News
79,"Lalee Ibssa, Kelsey Walsh, Soo Rin Kim",Trump says he wants 'fair deal' between Ukraine and Russia,"Former President Donald Trump touted a ""very good relationship"" with Russian President Vladimir Putin as he vowed to negotiate a ""fair deal"" for both Ukraine and Russia.",https://abcnews.go.com/Politics/trump-fair-deal-ukraine-russia/story?id=114290623,https://i.abcnewsfe.com/a/798f3f35-458e-4802-92a0-3cad835873ef/Zelenskyy-us-2-ap-jm-240927_1727456694644_hpMain_16x9.jpg?w=1600,2024-09-27T18:17:18Z,"In his meeting with Ukrainian President Volodymyr Zelenskyy, former President Donald Trump touted a ""very good relationship"" with Russia's President Vladimir Putin as he vowed to negotiate a ""fair de… [+3801 chars]",abc-news,ABC News
80,newsweek.com,Looming Port Strikes Worrying News for Kamala Harris,"The first national strike of maritime workers in nearly 50 years could be on the way, and it could bear consequences for Democratic nominee Kamala Harris in the run-up to the November presidential election.
A six-year master contract between the country's lar…",https://biztoc.com/x/de81b6a6fb068f45,https://biztoc.com/cdn/de81b6a6fb068f45_s.webp,2024-09-28T08:03:54Z,"The first national strike of maritime workers in nearly 50 years could be on the way, and it could bear consequences for Democratic nominee Kamala Harris in the run-up to the November presidential el… [+130 chars]",,Biztoc.com
81,businessinsider.com,Kamala Harris' marijuana stance is hazier than you think,"With Trump signaling some support for marijuana legalization, it's still unclear whether Harris would go further than Biden.
Saul Loeb/AFP via Getty Images
Kamala Harris has previously supported federal marijuana legalization and continues to back reforms.
Bu…",https://biztoc.com/x/380347c5ca8b3fa0,https://biztoc.com/cdn/802/og.png,2024-09-27T09:39:19Z,"With Trump signaling some support for marijuana legalization, it's still unclear whether Harris would go further than Biden.Saul Loeb/AFP via Getty ImagesKamala Harris has previously supported federa… [+141 chars]",,Biztoc.com
82,Teri Michele Youmans,"Jimmy Carter Awakened My Patriotism in 1976. As He Turns 100, I’m Finding It Again","Jimmy Carter helped awaken my patriotism in 1976. On his centennial birthday, I'm finding it again.",https://time.com/7026801/jimmy-carter-100-centennial-patriotism/,https://api.time.com/wp-content/uploads/2024/09/carter.jpg?quality=85&w=1024&h=628&crop=1,2024-09-30T21:00:00Z,"In 2017, I traveled with my two teenage children to Plains, Ga., from Jacksonville, Fla., to hear Jimmy Carter teach Sunday school at Maranatha Baptist Church.
My son Gibson asked for this trip to c… [+5954 chars]",time,Time
83,Matt Young,Trump Mocks Kamala Harris’ Latest McDonald’s Comments,"Elizabeth Frantz/Reuters
Donald Trump will not let go of his belief that Kamala Harris never worked at McDonald’s as a college student—despite her repeated insistence she has. Speaking at a press conference in New York on Thursday, the former president once …",https://www.thedailybeast.com/donald-trump-mocks-kamala-kamala-harris-latest-mcdonalds-comments,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_2169,w_3856,x_0,y_119/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1727404140/2024-09-26T215832Z_722349419_RC2L8AAAD3PY_RTRMADP_3_USA-ELECTION-GUNS_ygnjtu",2024-09-27T03:43:14Z,"Donald Trump will not let go of his belief that Kamala Harris never worked at McDonalds as a college studentdespite her repeated insistence she has. 
Speaking at a press conference in New York on Th… [+3290 chars]",,Daily Beast
84,Tom Nichols,The Election’s No-Excuses Moment,Voters know all they need to know—especially about Trump.,https://www.theatlantic.com/newsletters/archive/2024/09/the-elections-no-excuses-moment/680092/,https://cdn.theatlantic.com/thumbor/rw7nKo3RbcFYNoLwwhETkG7vJKM=/0x520:4993x3120/1200x625/media/img/mt/2024/09/GettyImages_2167607156/original.jpg,2024-09-30T23:21:00Z,"This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.Th… [+10167 chars]",,The Atlantic
85,Vox Staff,The latest on the fallout of Hurricane Helene,"Hurricane Helene ruined much of what it encountered in its 500-mile journey across the Southeast US, leaving Florida, Georgia, North Carolina, South Carolina, Tennessee, and Virginia to battle with record storm surge, wind damage, and catastrophic flooding. A…",https://www.vox.com/climate/374867/hurricane-helene,https://platform.vox.com/wp-content/uploads/sites/2/2024/09/GettyImages-2174219458.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2024-09-30T19:07:51Z,"David Hester inspects the damage around his house after Hurricane Helene made landfall in Horseshoe Beach, Florida.


Hurricane Helene ruined much of what it encountered in its 500-mile journey acro… [+1285 chars]",,Vox
86,WELT,„Trump ist für das Präsidentenamt nicht geeignet“ – „New York Times“ ruft zur Wahl von Harris auf,"Kamala Harris sei die einzig patriotische Entscheidung für das Präsidentenamt: Die „New York Times“ empfiehlt ihren Lesern, ihr Kreuz am 5. November bei der demokratischen Kandidatin zu machen. Allerdings gab es auch Kritik an der Wahlkampagne von Harris.",https://www.welt.de/politik/ausland/us-wahl/article253787310/US-Wahlkampf-Trump-ist-fuer-das-Praesidentenamt-nicht-geeignet-New-York-Times-ruft-zur-Wahl-von-Harris-auf.html,https://img.welt.de/img/bildergalerien/mobile253787308/1757935507-ci16x9-w1200/Minnesotans-Head-To-The-Polls-On-First-Day-Of-Early-Voting-In-The.jpg,2024-09-30T22:43:30Z,"Kamala Harris sei die einzig patriotische Entscheidung für das Präsidentenamt: Die New York Times empfiehlt ihren Lesern, ihr Kreuz am 5. November bei der demokratischen Kandidatin zu machen. Allerdi… [+2378 chars]",,DIE WELT
87,"Conor Murray, Forbes Staff, 
 Conor Murray, Forbes Staff
 https://www.forbes.com/sites/conormurray/",Chappell Roan Cancels Appearances In New York And D.C— Her Kamala Harris Endorsement Controversy Explained,The summer’s breakout pop star angered Democrats this week for her hesitance to endorse Vice President Kamala Harris and her critical comments about both political parties.,https://www.forbes.com/sites/conormurray/2024/09/27/chappell-roan-cancels-appearances-in-new-york-and-dc--her-kamala-harris-endorsement-controversy-explained/,"https://imageio.forbes.com/specials-images/imageserve/66f6efe899d8adb9e22bf7bc/0x0.jpg?format=jpg&crop=1080,608,x230,y44,safe&height=900&width=1600&fit=bounds",2024-09-27T17:49:51Z,"Pop singer Chappell Roan, who rapidly rose to fame this year, canceled upcoming appearances at the All Things Go festivals in New York and Washington, D.C. to prioritize my health, days after she fac… [+4254 chars]",,Forbes
