,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,Joel Khalili,Trumpcoin Launches With a Whimper,Investors scooped up only a small number of the Trump family's new World Liberty Financial crypto tokens after website reliability issues interfered with a launch event.,https://www.wired.com/story/trumpcoin-launches-with-a-whimper-not-a-bang/,"https://media.wired.com/photos/670fa4f537cad85df458a390/191:100/w_1280,c_limit/GettyImages-1300319936.jpg",2024-10-16T13:53:23Z,"The Trump familys new crypto venture, World Liberty Financial, is off to an inauspicious start after website crashes limited the ability for investors to participate in an inaugural token sale event.… [+3643 chars]",wired,Wired
1,Eric Geller,How a Trump Win Could Unleash Dangerous AI,"Donald Trump's opposition to “woke” safety standards for artificial intelligence would likely mean the dismantling of regulations that protect Americans from misinformation, discrimination, and worse.",https://www.wired.com/story/donald-trump-ai-safety-regulation/,"https://media.wired.com/photos/6708161d6970c1949890b9bc/191:100/w_1280,c_limit/Security_Trump_AI_GettyImages-2176990947.jpg",2024-10-21T10:30:00Z,"The reporting requirements are essential for alerting the government to potentially dangerous new capabilities in increasingly powerful AI models, says a US government official who works on AI issues… [+3559 chars]",wired,Wired
2,Makena Kelly,Influencers Get Their Final Marching Orders for the Election,The Trump and Harris campaigns have built huge networks of influencers and content creators. They have one last job—getting people out to vote.,https://www.wired.com/story/influencers-gop-and-democrats-ahead-of-election-day/,"https://media.wired.com/photos/67194aa038fa85cee9ab98a9/191:100/w_1280,c_limit/Politics_Newsletter_election_influencers.jpg",2024-10-24T11:00:00Z,Guerrero said that possible opportunities would be jumping on a campaign bus touring Las Vegas and speaking to voters about reproductive rights or to go door-knocking in battleground states. It sound… [+2575 chars],wired,Wired
3,Matt Novak,Why Are Trump Supporters Suddenly Freaked Out About Deepfakes?,"Trump has previously called real videos of himself doing something embarrassing ""fake"" or AI.",https://gizmodo.com/why-are-trump-supporters-suddenly-freaked-out-about-deepfakes-2000515776,https://gizmodo.com/app/uploads/2024/10/trump-gestures.jpg,2024-10-23T21:34:14Z,Right-wing influencers took to social media Tuesday and Wednesday to warn about future deepfakes that could emerge of Donald Trump. And all of the chatter has caused people to become very suspicious … [+5200 chars],,Gizmodo.com
4,Lucas Ropek,Polymarket Is Looking Into Its Big Trump Bettors,"Recent, weirdly large pro-Trump bets have caught the attention of the platform's executives.",https://gizmodo.com/polymarket-is-looking-into-its-big-trump-bettors-2000515321,https://gizmodo.com/app/uploads/2024/10/A-Polymarket-advertisement-in-Brooklyn.jpg,2024-10-23T12:35:52Z,"Polymarket, the platform that allows web users to earn or burn cash via political bets, got spanked by a federal regulator two years ago, which accused it of providing illegal trading services. Since… [+2793 chars]",,Gizmodo.com
5,Matt Novak,Trump Supporters’ Fake Stories About Harris and Walz Flood the ‘For You’ Page on X,X has truly become a garbage heap since Trump donor Elon Musk bought the site.,https://gizmodo.com/trump-supporters-fake-stories-about-harris-and-walz-flood-the-for-you-page-on-x-2000514522,https://gizmodo.com/app/uploads/2024/10/trump-mcdonalds-pennsylvania.jpg,2024-10-21T20:10:02Z,"The 2024 presidential campaign has been awash with fake stories about Vice President Kamala Harris and her running mate Tim Walz in recent months, all spread by supporters of Donald Trump. But nowher… [+9189 chars]",,Gizmodo.com
6,Matthew Gault,Trump Spends 39 Minutes on Stage Listening to His Beloved Spotify Playlist,"After two people in the crowd fainted, Trump decided to turn his latest rally into a 'music fest.'",https://gizmodo.com/trump-spends-39-minutes-on-stage-listening-to-his-beloved-spotify-playlist-2000511970,https://gizmodo.com/app/uploads/2024/10/TrumpVibing.jpg,2024-10-15T13:45:24Z,"The Doobie Brothers sang Listen to the music as the crowd shuffled into the town hall last night at Oaks, Pennsylvania. It was a prophetic tune. Following two medical emergencies in the crowd, Trump … [+2280 chars]",,Gizmodo.com
7,Lucas Ropek,Elon Tempts Fate With Dominion Voting Conspiracy Theory,"During a stopover for Trump in the pivotal swing state of Pennsylvania, Musk seemed to gesture at debunked conspiracy theories.",https://gizmodo.com/elon-tempts-fate-with-dominion-voting-conspiracy-theory-2000513677,https://gizmodo.com/app/uploads/2024/10/Elon-Musk-at-a-town-hall-in-Folsom-Pennsylvania.jpg,2024-10-18T20:05:44Z,"Elon Musk has been campaigning hard for Donald Trump, in an effort to get his fellow billionaire re-elected President. A big part of Musk’s political strategy thus far has been to rile up conservativ… [+3968 chars]",,Gizmodo.com
8,Matt Novak,MAGA Faithful Say McDonald’s E. Coli Outbreak Is a Conspiracy to Hurt Trump,"""I think this was orchestrated by deep state Harris supporters after Trump’s visit to McDonald’s,"" one Trump supporter wrote.",https://gizmodo.com/maga-faithful-say-mcdonalds-e-coli-outbreak-is-a-conspiracy-to-hurt-trump-2000515385,https://gizmodo.com/app/uploads/2024/10/trump-mcdonalds.jpg,2024-10-23T18:20:38Z,"The CDC warned consumers about a dangerous E. coli outbreak tied to McDonald’s Quarter Pounders on Tuesday, which has killed one person, hospitalized 10, and sickened dozens more. It’s a frightening … [+5947 chars]",,Gizmodo.com
9,Matthew Gault,"With Putin Calls, It’s More Clear Than Ever That Elon Musk Is a National Security Threat",The billionaire has been chatting with Russia's authoritarian leader for years while he stumps for Trump and commands huge government contracts.,https://gizmodo.com/with-putin-calls-its-more-clear-than-ever-that-elon-musk-is-a-national-security-threat-2000516544,https://gizmodo.com/app/uploads/2024/10/MuskAmerica.jpg,2024-10-25T15:46:45Z,"Its been a wild few days for tech billionaire Elon Musk. On Wednesday, the Justice Department warned him that his $1 million giveaway to swing state voters might be illegal. And then on Thursday The … [+4898 chars]",,Gizmodo.com
10,Matt Novak,Donald Trump’s iPhone Wallpaper Is Just a Photo of Himself,Trump's narcissism knows no bounds.,https://gizmodo.com/donald-trumps-iphone-wallpaper-is-just-a-photo-of-himself-2000515029,https://gizmodo.com/app/uploads/2024/10/trump-wallpaper-himself-top.jpg,2024-10-22T18:50:22Z,"It’s no secret that Donald Trump is a big fan of himself. Countless mental health professionals, and even fellow Republicans, have diagnosed the former president as a raging narcissist. But new photo… [+6025 chars]",,Gizmodo.com
11,,Central Park Five sue Trump for defamation over debate claims,"The now-exonerated men allege Trump spoke falsely of their case with ""reckless disregard"".",https://www.bbc.com/news/articles/cdrjrd70286o,https://ichef.bbci.co.uk/news/1024/branded_news/92f9/live/5399d480-8fce-11ef-80a8-4be99bc37a5c.jpg,2024-10-21T16:50:25Z,"Members of the Central Park Five have sued Donald Trump for making false and defamatory statements during the 10 September presidential debate.
The lawsuit claims Trump defamed the five New York Cit… [+3313 chars]",,BBC News
12,Matthew Gault,$30 Million Is All It Took to Shift the Odds in Trump’s Favor on Polymarket,The huge buy is further proof that predictive betting sites are only a reflection of what degenerate gamblers are willing to spend.,https://gizmodo.com/30-million-is-all-it-took-to-shift-the-odds-in-trumps-favor-on-polymarket-2000513653,https://gizmodo.com/app/uploads/2024/10/Trump2.jpg,2024-10-18T16:20:02Z,"Four different accounts have pumped $30 million into the betting site Polymarket, swaying the sites prediction in favor of a Trump victory. The two candidates have been neck and neck since Harris ent… [+2357 chars]",,Gizmodo.com
13,Matt Novak,Elon Musk Donates $75 Million to His Own Pro-Trump Group,"The Tesla CEO called his PAC ""centrist"" because you can just say whatever you want on the internet.",https://gizmodo.com/elon-musk-donates-75-million-to-his-own-pro-trump-group-2000512332,https://gizmodo.com/app/uploads/2024/10/musk-trump-and-vance-in-pennsylvania.jpg,2024-10-16T13:05:56Z,"Elon Musk, a far-right influencer who also happens to be one of the wealthiest people in the world, formed a political action committee in May called America PAC, a group dedicated to re-electing for… [+8795 chars]",,Gizmodo.com
14,Tom Maxwell,Jeff Bezos Reportedly Stops Washington Post From Making a Presidential Endorsement,"Newspaper endorsements don't matter much, it's the principle of management stopping them that matters.",https://gizmodo.com/jeff-bezos-reportedly-stops-washington-post-from-making-a-presidential-endorsement-2000516623,https://gizmodo.com/app/uploads/2024/10/GettyImages-2172039969.jpg,2024-10-25T17:45:40Z,"The Washington Post won’t make an endorsement for president this year. Ben Mullin from the New York Times first reported the news, which was confirmed by CEO Will Lewis shortly thereafter.
The annou… [+4594 chars]",,Gizmodo.com
15,Gaby Del Valle,Trump’s crypto website crashed after its token went on sale,"A co-founder of World Liberty Financial, Trump’s decentralized finance platform, claimed more than 100,000 accredited investors signed up for the whitelist, but most haven’t bought the token.",https://www.theverge.com/2024/10/15/24271242/world-liberty-financial-token-sale-website-crash-trump,https://cdn.vox-cdn.com/thumbor/VnGw9t2CWLMuJgal2cKUuFGoEfU=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/23951553/VRG_Illo_STK175_L_Normand_DonaldTrump_Negative.jpg,2024-10-15T22:17:14Z,"Trumps crypto website crashed after its token went on sale
Trumps crypto website crashed after its token went on sale
 / Only two percent of the 20 billion tokens available for public sale have bee… [+2659 chars]",the-verge,The Verge
16,Tom Maxwell,Justice Department Warns Elon Musk That His $1 Million Voter Giveaway Might Be Illegal,Another legal issue to toss into the pile that he'll just ignore.,https://gizmodo.com/justice-department-warns-elon-musk-that-his-1-million-voter-giveaway-might-be-illegal-2000515756,https://gizmodo.com/app/uploads/2024/10/GettyImages-2178881753.jpg,2024-10-23T20:00:09Z,It seems that the Justice Department is exploring the legality of Elon Musk’s gambit to give away a million dollars every day to registered voters who sign a petition in supporting of the First and S… [+3290 chars],,Gizmodo.com
17,Matt Novak,Dems Launch Taylor Swift Snapchat Filter to Target Young Voters for Kamala Harris,The campaign pushes users to IWillVote.com to make sure they're registered.,https://gizmodo.com/dems-launch-taylor-swift-snapchat-filter-to-target-young-voters-for-kamala-harris-2000513374,https://gizmodo.com/app/uploads/2024/10/taylor-swift-snapchat-filters.jpg,2024-10-18T12:55:08Z,"The Democratic National Committee announced a new campaign Friday morning targeting youth voters and fans of Taylor Swift, the biggest pop star in the world right now, with the hopes of turning out m… [+3301 chars]",,Gizmodo.com
18,Eve Crosbie,"What the Trump biopic 'The Apprentice' got right, and what's fiction","The new Donald Trump biopic, which opened in US theaters on October 11, sees Marvel star Sebastian Stan portray a young Trump.",https://www.businessinsider.com/the-apprentice-donald-trump-biopic-fact-fiction-movie-2024-10,https://i.insider.com/67096b7ca703186492815bd2?width=1200&format=jpeg,2024-10-19T10:44:15Z,"Sebastian Stan transforms into Donald Trump in ""The Apprentice.""Briarcliff Entertainment
<ul><li>Warning: Spoilers ahead for ""The Apprentice,"" the new Donald Trump biopic.</li><li>The controversial … [+8068 chars]",business-insider,Business Insider
19,Talia Lakritz,Ivanka Trump has been absent from the 2024 campaign trail. Here's what she's been up to.,Ivanka Trump stepped back from politics when Donald Trump launched his 2024 campaign and has largely returned to her previous life as a socialite.,https://www.businessinsider.com/ivanka-trump-donald-trump-campaign-photos-2024-10,https://i.insider.com/67196640a0a0cc14f22377d5?width=1200&format=jpeg,2024-10-24T13:14:02Z,"Ivanka Trump is no longer active in politics.JB Lacroix/Contributor/Getty Images
<ul><li>Ivanka Trump stepped back from politics when Donald Trump launched his 2024 campaign.</li><li>She returned to… [+9252 chars]",business-insider,Business Insider
